price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,Address,age_house,is_basement,is_renovated
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,2682,22,0,0
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,1533,52,1,1
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,1382,27,0,1
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,4275,83,1,0
410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,2123,47,1,1
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,882,46,1,0
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,1786,77,0,0
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,1757,117,0,0
620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,132,20,0,0
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,4359,19,1,0
232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,1692,67,0,1
800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,383,35,0,0
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,644,76,1,1
823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,542,117,1,0
770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,1850,86,1,1
524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,2851,81,1,0
541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,3517,65,1,1
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,2880,116,0,1
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,301,57,1,1
406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,4256,20,0,0
1395000.0,5.0,3.5,4010,8510,2.0,0,1,5,2850,3058,54,1,0
736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,1317,25,0,0
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,66,50,1,0
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,1854,64,0,1
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,571,27,0,1
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,800,83,1,1
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,2823,19,0,0
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,2180,62,1,1
1090000.0,4.0,2.5,4340,141570,2.5,0,0,3,4340,4294,33,0,0
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,3309,70,0,1
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1240,3433,54,0,0
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1050,3224,101,1,1
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2310,1943,19,0,0
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,2363,39,0,0
525888.0,5.0,1.75,2550,71874,1.0,0,0,5,1810,661,65,1,0
740000.0,4.0,1.75,2010,3600,1.5,0,0,3,2010,51,123,0,0
340000.0,5.0,1.0,1120,9022,1.5,0,0,4,1120,835,63,0,0
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,2230,2263,71,0,1
206000.0,2.0,1.0,810,7158,1.0,0,0,5,810,603,81,0,0
1030000.0,5.0,2.75,3190,16920,1.0,0,3,3,1690,3320,49,1,0
600000.0,3.0,1.75,1670,39639,1.0,0,0,4,1670,1419,49,0,1
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1140,1278,65,1,0
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1450,4281,72,0,1
2280000.0,7.0,8.0,13540,307752,3.0,0,4,3,9410,2310,26,1,0
309950.0,3.0,2.5,1880,7838,2.0,0,0,3,1880,1385,31,0,0
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1040,4127,80,1,0
418000.0,3.0,2.0,1410,6030,1.5,0,0,4,1410,4328,95,0,0
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1480,3508,97,0,1
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1140,803,76,0,1
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1000,2547,41,1,0
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,1138,17,0,0
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,3240,1928,31,0,0
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1550,1416,67,0,1
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,1760,69,1,1
1425000.0,2.0,2.5,2220,4000,2.0,0,0,3,2220,1497,25,0,0
585000.0,2.0,1.0,1770,8640,1.5,0,0,3,1520,2901,76,1,1
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1960,1480,48,1,0
618500.0,3.0,2.0,1800,5000,1.0,0,0,4,1080,2435,83,1,1
487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1470,696,48,1,1
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,1790,3328,15,0,0
631625.0,4.0,2.5,2440,6651,2.0,0,0,3,2440,4402,11,0,0
555000.0,3.0,2.5,1940,3211,2.0,0,0,3,1940,3304,16,0,0
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,669,24,0,0
830000.0,4.0,2.5,3400,9692,2.0,0,0,3,3400,406,18,0,0
890000.0,4.0,4.25,4420,5750,2.0,0,0,3,3410,4227,19,1,0
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,891,17,0,0
415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,4421,15,1,0
416286.0,3.0,2.5,1408,989,3.0,0,0,3,1408,4078,20,0,0
478000.0,3.0,2.5,3040,4535,2.0,0,0,3,3040,1700,18,0,0
890000.0,5.0,3.5,4490,6000,2.0,0,0,3,3200,4092,19,1,0
419190.0,2.0,2.5,1590,1426,2.0,0,0,3,1590,598,11,0,0
712198.0,4.0,2.5,2450,4247,2.0,0,0,3,2450,1313,12,0,1
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,147,54,1,0
450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1100,3144,113,0,1
353000.0,3.0,1.0,1350,7740,1.0,0,0,4,860,233,78,1,1
609000.0,4.0,2.5,2150,37981,2.0,0,0,3,2150,1431,40,0,0
234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1010,2207,50,1,0
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,2000,3769,109,0,1
469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1030,2628,101,0,1
329350.0,2.0,1.0,720,6687,1.0,0,0,3,720,4469,83,0,1
488000.0,5.0,2.0,2020,5000,1.5,0,0,4,2020,4333,87,0,0
279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1100,1184,63,1,0
606000.0,4.0,2.5,2110,13850,2.0,0,0,3,2110,2405,38,0,1
312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1300,2449,75,0,1
650000.0,3.0,1.5,1630,7475,1.0,0,1,3,1160,3677,85,1,1
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,3054,55,1,1
325000.0,4.0,2.5,1890,6156,1.0,0,0,3,980,3627,45,1,0
425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1520,961,58,0,0
219000.0,2.0,1.0,900,5160,1.0,0,0,3,900,4279,73,0,1
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,1466,71,0,1
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,833,59,0,0
475000.0,6.0,3.0,3470,117612,1.5,0,0,3,3470,1541,101,0,1
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,2290,1361,37,0,0
407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1710,1957,67,1,1
272000.0,3.0,2.5,1650,13816,2.0,0,0,3,1650,2692,27,0,1
362000.0,3.0,2.25,1640,14374,1.0,0,0,4,1140,1341,62,1,0
535000.0,3.0,2.5,1850,10109,2.0,0,0,3,1850,4224,34,0,0
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,2219,22,0,0
367500.0,3.0,1.5,1410,9647,1.0,0,0,3,1410,1420,64,0,1
379900.0,4.0,1.75,1500,11600,1.0,0,0,4,1000,983,70,1,1
520000.0,3.0,2.5,2460,54885,2.0,0,0,4,2460,3572,45,0,0
175000.0,3.0,1.0,1010,7034,1.0,0,0,3,1010,1744,71,0,1
460000.0,2.0,2.25,1230,929,2.0,0,0,3,1020,3,21,1,1
345000.0,4.0,2.5,2331,3826,2.0,0,0,3,2331,392,18,0,0
455000.0,5.0,2.5,2240,7770,1.0,0,0,3,1340,577,47,1,0
610000.0,4.0,3.0,2450,10117,1.0,0,0,5,1580,1076,58,1,0
563000.0,4.0,3.0,3100,15480,2.0,0,0,3,2400,3984,29,1,0
612500.0,4.0,2.0,2060,5000,1.0,0,0,3,1030,1301,76,1,1
218000.0,3.0,1.75,1850,7684,1.0,0,0,3,1320,2819,46,1,1
404000.0,4.0,1.75,1840,10720,1.0,0,0,3,960,1133,67,1,1
860000.0,4.0,2.0,3740,32417,2.0,0,0,3,3740,2125,25,0,0
136500.0,3.0,1.5,1420,8580,1.0,0,0,3,1420,2762,63,0,1
313950.0,3.0,1.0,1510,6083,1.0,0,0,4,860,3159,85,1,1
575000.0,3.0,1.75,2130,6500,1.0,0,2,3,1170,1887,71,1,1
1225000.0,4.0,2.25,3490,6906,2.0,0,0,4,2280,2235,97,1,0
280000.0,3.0,1.75,1630,11800,1.0,0,0,4,1630,554,54,0,0
515000.0,3.0,2.5,1790,7167,2.0,0,0,3,1790,4370,36,0,0
513000.0,4.0,2.5,2000,5684,2.0,0,0,3,2000,4344,29,0,0
599000.0,4.0,2.25,2260,29930,2.0,0,0,4,1400,1136,48,1,0
685000.0,4.0,2.5,3030,7864,2.0,0,0,3,3030,2090,26,0,0
365000.0,3.0,1.5,1310,8160,1.0,0,0,3,1310,764,75,0,1
762300.0,4.0,2.5,3880,14550,2.0,0,0,3,3880,1898,38,0,1
1580000.0,4.0,3.25,3760,10920,1.5,0,0,5,2400,3633,75,1,0
562000.0,5.0,2.25,3040,8111,2.0,0,0,3,3040,1381,41,0,0
530000.0,5.0,2.5,2910,9636,1.0,0,0,4,1690,2740,61,1,0
525000.0,3.0,2.5,2970,11985,1.0,0,0,3,1770,1837,30,1,0
484000.0,2.0,1.75,1660,6000,1.0,0,0,3,1160,3377,83,1,1
725126.0,4.0,2.5,3200,12369,2.0,0,0,3,3200,934,27,0,1
360000.0,4.0,2.0,2680,18768,1.0,0,0,5,2680,2668,60,0,0
387000.0,3.0,1.0,1230,9568,1.0,0,0,5,1230,449,63,0,0
483500.0,4.0,2.5,2740,45732,2.0,0,0,3,2740,1058,30,0,0
655500.0,4.0,3.5,3380,8330,2.0,0,0,3,3380,1288,25,0,0
345000.0,3.0,1.0,1110,6250,1.0,0,0,3,1110,2727,69,0,1
533000.0,5.0,2.75,1800,3780,1.5,0,0,3,1400,3990,99,1,1
385000.0,3.0,1.75,1900,5520,1.0,0,0,3,1280,3520,43,1,0
675000.0,2.0,1.0,930,36478,1.0,0,2,3,930,3178,74,0,1
197000.0,3.0,1.75,1690,7735,1.0,0,0,4,1060,2553,49,1,1
485000.0,3.0,2.0,1420,4080,1.5,0,0,3,1420,3919,120,0,1
1870000.0,5.0,4.0,4510,15175,2.0,0,0,3,4510,4201,56,0,1
295000.0,3.0,2.25,1980,8000,1.0,0,0,4,1560,2687,51,1,0
499000.0,2.0,1.75,1170,2400,1.0,0,0,4,740,1780,122,1,0
1050000.0,3.0,2.5,2200,1970,2.0,0,0,3,1610,2190,17,1,0
191000.0,3.0,1.5,800,8850,1.0,0,0,4,800,20,66,0,0
500000.0,3.0,2.5,1480,1171,3.0,0,0,3,1480,727,19,0,0
390000.0,5.0,3.75,2890,5000,1.0,0,0,3,1310,2955,19,1,0
979000.0,3.0,2.5,2690,4047,3.0,0,0,3,2690,3870,11,0,0
580000.0,4.0,3.25,3569,8327,2.0,0,0,3,3569,3900,12,0,1
369950.0,3.0,2.0,1270,1320,3.0,0,0,3,1270,4306,19,0,0
1800000.0,5.0,5.0,4490,10279,2.0,0,0,3,3930,890,12,1,1
776000.0,4.0,2.5,3040,6425,2.0,0,0,3,3040,1254,17,0,0
519950.0,3.0,2.25,1170,1249,3.0,0,0,3,1170,1367,11,0,0
255000.0,5.0,2.25,2060,8632,1.0,0,0,3,1030,127,63,1,1
495000.0,3.0,1.0,990,6000,1.0,0,0,3,990,3626,82,0,1
510000.0,4.0,2.5,2430,5203,2.0,0,0,3,2430,86,22,0,0
1150000.0,4.0,4.0,4460,103382,2.0,0,0,3,4460,2250,24,0,0
253000.0,3.0,1.75,1250,10122,1.0,0,0,3,1250,2225,31,0,0
503000.0,3.0,2.75,1540,6760,1.0,0,0,5,1210,4462,45,1,0
275000.0,3.0,2.5,1600,7000,2.0,0,0,4,1600,1798,32,0,0
249000.0,3.0,1.0,1110,8423,1.0,0,0,3,1110,927,73,0,1
310000.0,3.0,1.75,1840,10723,1.0,0,0,4,1220,1602,51,1,0
750000.0,3.0,2.75,2520,5401,1.0,0,0,4,1360,2438,79,1,1
630000.0,3.0,2.5,2680,327135,2.0,0,0,3,2680,2209,30,0,0
599999.0,9.0,4.5,3830,6988,2.5,0,0,3,2450,4293,87,1,1
758000.0,4.0,2.75,2410,9549,1.0,0,0,4,1780,157,69,1,0
248500.0,4.0,1.75,1720,10018,1.0,0,0,5,1720,1233,65,0,0
310000.0,3.0,1.75,2070,37904,1.0,0,0,4,1420,1631,52,1,0
460000.0,3.0,2.0,1760,9055,2.0,0,0,4,1760,3444,40,0,0
675000.0,3.0,1.75,1680,10500,1.0,0,0,4,1680,3068,66,0,0
526000.0,2.0,2.0,1550,2400,1.5,0,0,4,1550,3030,125,0,1
560000.0,3.0,3.0,4120,60392,2.0,0,2,3,3180,2720,31,1,0
415000.0,4.0,3.0,1830,9548,2.0,0,0,3,1830,1023,34,0,0
246000.0,3.0,1.0,1400,7410,1.0,0,0,3,1400,3735,81,0,0
314500.0,3.0,1.75,1870,12381,1.0,0,0,4,1870,2530,68,0,1
3200000.0,7.0,4.5,6210,8856,2.5,0,2,5,4760,499,115,1,0
420000.0,2.0,1.5,1040,3500,1.5,0,0,4,1040,1316,121,0,0
535000.0,3.0,1.75,2720,149410,1.5,0,0,3,2720,2805,37,0,1
350000.0,3.0,1.0,1010,9360,1.0,0,0,3,1010,4468,44,0,1
515000.0,3.0,1.75,1580,9147,1.0,0,1,4,1210,2005,58,1,0
749950.0,4.0,2.75,2600,6050,2.0,0,0,5,1960,3154,76,1,0
230000.0,3.0,2.5,1920,9180,2.0,0,0,3,1920,1732,37,0,1
568000.0,3.0,2.0,2350,5080,1.5,0,0,3,1780,3598,96,1,0
250000.0,1.0,1.0,1100,4373,1.0,0,0,2,820,1983,78,1,0
581000.0,4.0,2.0,2510,13695,1.0,0,0,4,1280,250,64,1,1
651000.0,3.0,2.5,3240,108366,2.0,0,0,4,3240,1503,34,0,0
600000.0,3.0,2.5,2460,108900,1.0,0,0,4,1860,2230,48,1,0
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1010,2788,119,0,1
475000.0,2.0,1.0,820,2723,1.0,0,0,3,820,3345,104,0,1
352000.0,5.0,2.5,2420,8560,1.0,0,2,3,1620,2980,47,1,0
420000.0,3.0,2.25,1770,8165,2.0,0,0,3,1770,621,48,0,1
428000.0,2.0,2.0,1350,3900,1.0,0,0,3,1350,1994,22,0,0
599000.0,3.0,1.75,1960,4788,1.0,0,0,4,1090,3739,105,1,0
492000.0,4.0,2.5,3305,16164,1.5,0,0,5,2245,1327,103,1,1
630000.0,2.0,2.25,2550,5663,1.0,0,0,3,1720,491,14,1,0
900000.0,5.0,3.75,4130,226076,2.0,0,0,3,3170,605,40,1,0
1110000.0,4.0,1.5,2310,13300,1.0,0,0,3,1890,4476,75,1,1
575000.0,4.0,2.0,1650,5000,1.0,0,0,3,1650,3821,70,0,1
705000.0,4.0,2.5,2650,4316,1.5,0,0,3,1520,1548,120,1,1
940000.0,4.0,2.25,1890,5940,1.0,0,1,3,1470,505,62,1,1
313000.0,3.0,1.75,2190,8000,1.0,0,0,4,2190,2747,58,0,0
618080.0,3.0,2.5,2030,6500,2.0,0,0,3,2030,3270,37,0,1
640000.0,3.0,3.0,2270,5175,2.0,0,0,3,2130,404,23,1,0
485000.0,3.0,2.0,1610,4160,1.0,0,0,4,1010,3226,108,1,0
300000.0,2.0,1.0,760,3001,1.0,0,0,3,760,1376,112,0,1
379500.0,2.0,1.0,1640,17335,1.0,0,0,3,840,2776,47,1,0
339950.0,3.0,2.25,1630,12295,2.0,0,0,4,1630,1615,40,0,0
1500000.0,6.0,2.5,3560,6480,2.5,0,0,4,3560,4337,111,0,1
1340000.0,3.0,3.0,2960,5500,2.0,0,2,3,2440,2898,88,1,1
500000.0,3.0,2.5,1940,37565,1.0,0,0,4,1940,1751,38,0,0
239900.0,3.0,2.0,1410,7566,1.0,0,0,3,1410,395,40,0,0
314950.0,3.0,1.0,1040,16986,1.0,0,0,4,1040,1458,57,0,0
361280.0,2.0,1.0,820,6400,1.0,0,0,4,820,3655,81,0,0
100000.0,2.0,1.0,910,22000,1.0,0,0,3,910,773,69,0,1
540000.0,7.0,5.75,3700,7647,2.0,0,1,3,3700,984,77,0,1
480500.0,4.0,2.5,2180,11200,1.0,0,0,4,2180,1531,57,0,0
280000.0,3.0,2.5,1600,4271,2.0,0,0,3,1600,3497,25,0,0
440000.0,3.0,1.75,1500,6180,1.0,0,0,4,1060,3022,78,1,1
530000.0,3.0,1.0,1340,4284,1.0,0,0,3,1080,3372,115,1,1
560000.0,3.0,2.0,1860,13374,1.0,0,0,3,1860,40,40,0,0
775000.0,3.0,2.0,2540,7200,1.5,0,3,4,1600,3505,120,1,0
160000.0,2.0,1.0,1040,13100,1.0,0,0,5,1040,3960,113,0,0
209950.0,3.0,1.5,1380,11130,1.0,0,0,3,1380,2693,65,0,1
226500.0,3.0,1.75,1640,10762,1.0,0,0,3,1130,2351,37,1,1
380000.0,5.0,1.75,3000,6000,1.0,0,0,5,1500,4243,67,1,0
409500.0,4.0,2.75,2140,13000,1.0,0,0,3,1320,1597,57,1,1
690000.0,3.0,2.0,1760,6428,1.0,0,0,4,980,1815,83,1,1
405000.0,3.0,2.25,1660,8307,1.0,0,0,4,1660,3692,64,0,1
375000.0,3.0,2.5,1830,13042,2.0,0,0,3,1830,2215,35,0,1
794154.0,4.0,2.0,2210,8556,1.0,0,1,4,1210,2728,71,1,1
185000.0,4.0,1.0,1490,6600,1.0,0,0,3,1490,684,56,0,1
245000.0,3.0,1.5,1260,1270,2.0,0,0,3,1040,294,20,1,0
1532500.0,5.0,4.5,4270,8076,2.0,0,0,3,3400,220,18,1,0
1040000.0,4.0,3.5,3900,8391,2.0,0,0,3,3900,205,19,0,0
425000.0,2.0,2.5,1150,1027,3.0,0,0,3,1150,2938,17,0,0
495000.0,4.0,2.75,2656,21195,2.0,0,0,3,2656,2683,11,0,0
365000.0,5.0,2.75,2410,5003,1.0,0,0,3,1410,4102,17,1,0
417250.0,3.0,2.25,1606,1452,3.0,0,0,3,1606,500,16,0,0
339950.0,2.0,1.0,820,681,3.0,0,0,3,820,3491,19,0,0
615000.0,2.0,1.0,1540,6872,1.0,0,0,4,820,2448,79,1,1
403000.0,3.0,2.75,2090,8354,2.0,0,0,3,2090,2429,13,0,1
980000.0,5.0,2.5,3160,11470,1.0,0,0,4,1780,3976,54,1,0
258000.0,4.0,1.75,1730,8320,1.0,0,0,3,1230,2613,48,1,1
533000.0,3.0,1.0,1670,4080,1.0,0,0,3,1170,3577,58,1,1
537500.0,4.0,2.5,2550,4630,2.0,0,0,3,2550,1460,20,0,0
830000.0,5.0,3.0,3040,9601,1.0,0,0,5,1970,3512,57,1,0
712000.0,3.0,1.0,1250,4620,1.5,0,0,4,1150,2924,125,1,1
262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2020,3240,23,0,0
753888.0,4.0,2.5,2660,5500,2.0,0,2,3,2660,1237,22,0,0
134000.0,2.0,1.5,980,5000,2.0,0,0,3,980,2018,103,0,1
402000.0,3.0,2.5,1960,8000,1.0,0,0,4,1290,468,48,1,0
205000.0,2.0,1.0,720,5040,1.0,0,0,3,720,4236,70,0,1
553650.0,2.0,2.5,1360,1349,2.0,0,0,3,1050,3734,28,1,0
559950.0,2.0,2.0,1870,4950,1.0,0,0,3,1870,2036,19,0,0
260000.0,4.0,1.5,2130,8800,1.0,0,0,3,1100,2114,63,1,1
270000.0,4.0,2.5,1810,6509,2.0,0,0,3,1810,954,31,0,0
295000.0,2.0,1.75,2200,89298,1.0,0,0,3,1100,2396,52,1,1
719000.0,3.0,2.5,1690,4500,1.5,0,1,4,1690,3095,97,0,0
266000.0,3.0,2.5,1940,8547,1.0,0,0,3,1460,2445,36,1,0
325900.0,4.0,2.5,2320,6270,2.0,0,0,3,2320,994,21,0,1
647500.0,4.0,1.75,2060,26036,1.0,0,0,4,1160,1380,78,1,1
1039000.0,4.0,1.0,3410,5000,2.0,0,0,5,2190,2183,115,1,0
569000.0,4.0,2.25,2250,41688,2.0,0,0,3,2250,3944,45,0,0
